bug_id,bug_type,component,environment,platform,operating_system,browser,reporter_role,module,status,affected_users,response_time_ms,error_code,business_impact_score,reproduction_rate,memory_usage_mb,cpu_usage_pct,lines_of_code,open_issues_count,fix_time_hours,num_comments,num_attachments,sprint_number,test_coverage_pct,reopen_count,num_linked_bugs,api_call_count,db_query_time_ms,is_regression,is_security_related,has_workaround,customer_reported,sla_breached,created_at,resolved_at,severity
BUG-086433,XSS,EmailService,Staging,Web,CentOS7,Mobile_App,End_User,Integration,Resolved,123,11007,356,28,35,3616,65.72,43038,35,346,18,8,48,13.8,5,10,880,787,1,1,1,0,0,2021-08-21,2021-09-04,High
BUG-086434,InfiniteLoop,Database,Development,Web,Ubuntu20,N/A,End_User,Core,Resolved,3711,1394,443,54,34,643,48.38,27487,142,502,34,6,30,16.02,2,1,994,2824,1,1,1,1,1,2021-09-23,2021-10-13,Critical
BUG-086435,ConfigError,Reporting,Development,iOS,Android12,Mobile_App,Developer,ThirdParty,In_Progress,865,216,372,1,11,194,31.94,33109,94,288,43,9,6,98.32,3,9,13,1409,1,1,1,0,0,2023-05-02,2023-05-14,Low
BUG-086436,IncorrectCalculation,CacheLayer,Production,Desktop,Windows10,Chrome,End_User,Core,Open,2756,6712,316,89,1,1849,88.7,20815,251,601,44,3,19,96.66,2,6,928,472,0,1,0,0,0,2022-04-27,2022-05-22,Critical
BUG-086437,PerformanceDegradation,EmailService,Development,API,Android12,Firefox,Client,Internal,Reopened,93,8476,252,7,2,1291,80.08,28479,31,123,25,10,22,98.15,4,7,945,1248,0,0,1,1,1,2022-09-01,2022-09-06,Medium
BUG-086438,MemoryLeak,Frontend,Development,Android,Windows11,Chrome,End_User,Integration,Reopened,627,295,476,45,50,2759,10.42,28956,200,491,15,6,26,2.59,5,3,737,1172,0,0,1,1,0,2023-02-17,2023-03-09,High
BUG-086439,ConfigError,FileStorage,Development,Android,Windows11,N/A,DevOps,Integration,In_Progress,2124,3475,482,25,69,1467,40.64,44206,248,7,31,7,42,71.62,5,4,444,183,0,0,0,1,1,2022-08-22,2022-08-22,High
BUG-086440,Deadlock,Database,QA,iOS,CentOS7,Safari,DevOps,Plugin,Open,2947,5640,450,100,43,3664,47.44,48669,461,301,26,1,11,51.2,0,2,755,2066,0,1,1,0,0,2022-10-01,2022-10-13,Critical
BUG-086441,NullPointerException,Payment,Development,Desktop,macOS13,Mobile_App,Client,Internal,Resolved,3385,8783,517,6,8,2667,1.08,45242,170,649,33,1,26,48.37,5,10,506,2720,0,0,1,0,0,2022-01-19,2022-02-15,Medium
BUG-086442,UIGlitch,Reporting,Development,API,Ubuntu20,Safari,Client,Integration,In_Progress,4949,12596,395,3,53,2671,65.04,4394,363,121,30,3,33,85.22,2,2,648,2875,0,1,1,0,1,2022-07-24,2022-07-29,Medium
BUG-086443,XSS,Authentication,UAT,iOS,macOS13,Chrome,QA_Engineer,Core,Closed,1231,13306,528,69,39,3558,36.34,3757,109,593,13,3,30,56.96,1,4,354,1754,1,1,0,0,0,2021-05-30,2021-06-23,Critical
BUG-086444,SQLInjection,Scheduler,Staging,Android,Windows10,Mobile_App,Developer,Core,Open,1065,7648,212,7,5,2758,66.43,43676,290,278,41,10,16,27.17,4,8,109,1038,1,0,1,0,1,2023-11-19,2023-11-30,High
BUG-086445,UIGlitch,CacheLayer,Staging,API,Windows11,Firefox,Client,ThirdParty,Closed,578,7962,511,5,84,1311,72.45,752,81,314,29,1,6,74.03,2,7,456,1051,0,0,0,0,0,2023-03-10,2023-03-23,Medium
BUG-086446,BufferOverflow,Database,Development,Android,CentOS7,Edge,Product_Manager,Plugin,Closed,2939,1788,190,24,78,429,76.47,42196,215,323,47,10,13,54.18,4,10,208,520,0,1,0,0,0,2021-04-17,2021-04-30,Critical
BUG-086447,XSS,Notification,Development,iOS,CentOS7,Chrome,QA_Engineer,Plugin,Reopened,54,3003,120,3,35,2169,16.25,34693,21,583,2,1,28,58.55,4,4,920,407,0,0,1,0,0,2022-02-24,2022-03-20,Low
BUG-086448,UIGlitch,Reporting,Development,Web,CentOS7,Safari,Developer,Core,Resolved,1468,8768,401,2,58,3599,37.69,33792,434,528,24,10,29,61.08,2,7,754,862,0,0,1,1,1,2022-03-14,2022-04-05,Low
BUG-086449,UIGlitch,EmailService,Development,Android,CentOS7,Mobile_App,End_User,Internal,Open,1425,9291,563,12,96,3105,82.86,22329,283,651,25,6,49,74.07,3,9,565,1125,1,0,0,1,0,2021-10-06,2021-11-02,Medium
BUG-086450,FileNotFound,SearchEngine,Development,Desktop,CentOS7,Mobile_App,End_User,Core,Open,603,2710,162,14,49,3500,18.71,6847,161,49,24,1,1,65.17,2,0,612,568,0,0,0,1,1,2023-03-11,2023-03-13,Medium
BUG-086451,LogicError,SearchEngine,QA,API,iOS16,Safari,End_User,Plugin,Closed,3818,2371,388,78,94,2069,82.99,23349,107,308,25,10,4,44.06,1,1,777,1013,0,0,1,1,0,2021-02-10,2021-02-22,Critical
BUG-086452,InfiniteLoop,Frontend,UAT,API,Android12,N/A,QA_Engineer,Plugin,In_Progress,2779,3267,207,77,3,2489,72.47,2674,99,173,1,6,40,82.93,0,4,569,1711,0,0,0,0,0,2021-05-11,2021-05-18,Critical
BUG-086453,NetworkTimeout,UserManagement,Development,Desktop,Windows11,Mobile_App,QA_Engineer,Core,Open,4910,14286,316,75,35,3811,39.41,38185,86,118,43,6,19,7.04,5,5,347,376,0,0,0,0,0,2022-01-31,2022-02-04,Critical
BUG-086454,XSS,Scheduler,Development,Android,macOS13,Edge,Client,ThirdParty,Resolved,530,8238,304,27,10,3000,60.78,17480,357,497,10,10,2,13.78,1,4,53,464,0,0,1,0,0,2021-10-16,2021-11-05,Low
BUG-086455,Deadlock,UserManagement,Production,Web,Ubuntu20,Edge,Product_Manager,Integration,Closed,2052,2318,582,55,84,520,25.09,36155,108,157,36,8,32,6.9,3,0,956,691,0,1,0,0,0,2023-06-05,2023-06-11,Critical
BUG-086456,ConfigError,FileStorage,Staging,API,Windows10,Safari,Client,Core,Open,3540,12840,100,48,99,358,57.9,14826,398,638,41,2,7,8.44,0,3,494,353,0,1,1,1,0,2021-06-17,2021-07-13,Critical
BUG-086457,NullPointerException,FileStorage,Development,Web,Android12,N/A,DevOps,Plugin,Resolved,2057,11955,480,4,46,2138,67.86,23700,216,703,50,4,12,96.49,0,4,294,888,0,1,1,1,0,2021-08-13,2021-09-11,Medium
BUG-086458,APIFailure,Analytics,Development,iOS,Windows10,Edge,DevOps,Plugin,In_Progress,2690,319,507,31,100,3570,48.39,25940,431,456,42,5,42,16.05,2,1,198,945,0,0,0,1,0,2022-08-28,2022-09-16,High
BUG-086459,IncorrectCalculation,EmailService,QA,Desktop,Android12,Safari,Developer,Core,Reopened,1006,13309,476,12,71,520,78.66,19137,306,111,19,3,34,29.4,1,4,767,35,0,0,0,0,0,2021-08-08,2021-08-12,Medium
BUG-086460,NullPointerException,Frontend,QA,Web,Ubuntu20,Edge,DevOps,ThirdParty,In_Progress,672,1868,383,21,45,853,3.5,10121,281,104,44,4,32,59.27,2,1,561,1640,1,0,1,0,1,2022-07-01,2022-07-05,Medium
BUG-086461,SQLInjection,API_Gateway,Production,Desktop,macOS13,Safari,Developer,Internal,In_Progress,3527,1072,510,79,89,4074,71.18,32696,487,496,23,1,47,25.09,2,5,574,2648,0,0,1,0,0,2021-03-30,2021-04-19,Critical
BUG-086462,NetworkTimeout,Authentication,Production,Web,Android12,Safari,DevOps,ThirdParty,Closed,1165,7134,501,17,98,2752,51.17,46949,181,372,47,7,46,6.54,1,1,653,1098,1,0,1,1,1,2023-04-06,2023-04-21,Critical
BUG-086463,UIGlitch,Frontend,Development,Android,Windows10,N/A,Product_Manager,Core,Reopened,306,3960,303,44,3,2407,25.2,1560,448,46,39,0,11,2.75,3,7,243,1740,0,0,0,0,1,2023-04-23,2023-04-24,Low
BUG-086464,AuthBypass,CacheLayer,Production,Android,CentOS7,Edge,Client,Core,In_Progress,595,12469,568,38,44,3346,87.86,36438,424,343,44,9,19,64.14,2,7,448,2958,1,0,0,1,1,2023-11-17,2023-12-01,Critical
BUG-086465,XSS,Frontend,QA,API,Ubuntu20,Safari,Product_Manager,Plugin,Open,440,3792,371,14,34,2184,1.77,27705,487,424,38,10,41,71.73,0,9,340,2376,0,0,0,1,0,2021-12-13,2021-12-30,Low
BUG-086466,UIGlitch,Scheduler,Development,Web,iOS16,Mobile_App,Developer,Core,Reopened,1759,699,408,66,72,2865,64.11,44176,84,20,47,2,12,37.89,1,8,122,2833,0,1,1,0,0,2023-03-06,2023-03-06,Medium
BUG-086467,NullPointerException,CacheLayer,Development,iOS,Windows11,Firefox,DevOps,ThirdParty,Closed,2678,997,537,47,44,1295,26.98,2139,229,701,27,0,17,73.71,5,5,997,541,0,0,0,0,0,2023-04-21,2023-05-20,Medium
BUG-086468,UIGlitch,Analytics,QA,API,macOS13,Edge,Client,ThirdParty,Reopened,2288,12484,503,11,74,1325,67.12,7691,201,104,39,7,17,11.16,0,1,444,2094,0,0,0,0,0,2021-09-03,2021-09-07,Medium
BUG-086469,FileNotFound,EmailService,QA,API,Ubuntu20,Chrome,Client,ThirdParty,Open,249,885,365,14,40,331,42.97,25603,99,215,14,0,23,24.68,5,5,414,2512,1,1,1,0,0,2023-09-02,2023-09-10,Low
BUG-086470,PerformanceDegradation,Analytics,UAT,Web,iOS16,Mobile_App,Client,Integration,Closed,1971,11815,547,20,46,737,92.09,18000,51,23,42,0,36,82.32,4,6,291,2940,0,1,1,1,0,2021-09-28,2021-09-28,High
BUG-086471,XSS,Notification,Development,API,Ubuntu20,N/A,QA_Engineer,Internal,Resolved,980,9177,278,54,26,1042,29.34,10508,70,304,30,1,48,55.2,5,8,504,176,1,0,1,0,0,2022-10-20,2022-11-01,Medium
BUG-086472,NullPointerException,SearchEngine,Development,Web,Windows10,Chrome,Client,Internal,Resolved,2041,10496,323,18,87,929,38.1,31405,46,712,8,2,45,90.37,1,10,90,2446,0,0,1,0,0,2023-06-15,2023-07-14,Medium
BUG-086473,FileNotFound,Analytics,Staging,Web,Android12,Edge,End_User,ThirdParty,Closed,4940,9114,473,7,90,3249,80.51,35313,182,629,19,8,35,51.8,3,8,801,2435,0,1,1,0,0,2021-04-19,2021-05-15,Critical
BUG-086474,PerformanceDegradation,Scheduler,Development,API,CentOS7,Safari,Product_Manager,Integration,Closed,904,2560,284,21,50,343,84.07,49547,431,542,37,9,37,13.72,1,4,243,2549,0,1,0,0,0,2023-11-11,2023-12-03,Medium
BUG-086475,XSS,EmailService,QA,Web,Windows11,Chrome,Developer,Integration,Closed,1842,515,302,6,0,3227,60.93,43178,183,139,35,3,24,78.53,3,1,607,966,0,0,1,0,0,2022-11-17,2022-11-22,Low
BUG-086476,NetworkTimeout,API_Gateway,QA,Desktop,Ubuntu20,N/A,QA_Engineer,Integration,Reopened,3751,6912,434,8,4,2566,56.65,3547,258,591,38,7,34,90.31,0,0,165,1120,0,0,1,0,0,2022-04-02,2022-04-26,High
BUG-086477,InfiniteLoop,Authentication,UAT,Desktop,Windows11,Chrome,QA_Engineer,ThirdParty,In_Progress,602,2886,131,51,15,2043,67.03,8586,122,195,32,8,23,61.11,3,5,871,1154,1,0,1,0,0,2022-02-02,2022-02-10,Critical
BUG-086478,NullPointerException,Database,Staging,API,Windows11,Mobile_App,End_User,Plugin,In_Progress,782,8161,137,87,8,4007,79.48,48760,183,33,30,6,17,36.75,2,10,408,2666,0,0,1,0,0,2023-10-20,2023-10-21,Critical
BUG-086479,BufferOverflow,Notification,Staging,iOS,Windows10,Firefox,Product_Manager,ThirdParty,Reopened,1546,12624,316,50,92,989,66.02,9514,347,236,8,10,25,69.68,2,6,70,2765,0,0,0,0,1,2023-04-10,2023-04-19,Critical
BUG-086480,IncorrectCalculation,SearchEngine,Development,Web,Android12,N/A,Developer,ThirdParty,Resolved,1764,722,423,12,22,2535,28.96,19101,309,697,24,3,9,49.54,0,8,760,610,0,0,0,0,1,2021-12-18,2022-01-16,Low
BUG-086481,ConfigError,Authentication,Development,Web,CentOS7,Edge,End_User,ThirdParty,Reopened,4737,9872,508,2,36,1941,99.97,8195,89,630,45,6,23,14.38,5,10,341,2707,1,0,0,1,0,2021-10-16,2021-11-11,High
BUG-086482,NetworkTimeout,Database,QA,API,CentOS7,Safari,Client,Internal,Reopened,3603,14312,133,30,77,1639,19.45,19036,58,587,17,2,45,46.05,2,5,8,1858,0,1,0,0,0,2021-08-03,2021-08-27,Critical
BUG-086483,UIGlitch,Frontend,QA,Desktop,Android12,Edge,Client,ThirdParty,In_Progress,2061,264,320,2,39,849,88.7,7850,488,36,43,3,23,26.92,0,5,911,137,0,1,0,0,1,2021-07-29,2021-07-30,Low
BUG-086484,BufferOverflow,Frontend,Production,iOS,Ubuntu20,Mobile_App,Product_Manager,Core,Closed,4650,7875,158,75,53,1744,73.61,4398,216,559,7,8,13,16.51,1,10,642,1230,0,0,0,1,1,2022-10-07,2022-10-30,Critical
BUG-086485,ConfigError,CacheLayer,Staging,API,CentOS7,N/A,DevOps,Plugin,Reopened,1947,10132,392,32,37,2218,94.96,22514,208,297,37,9,9,61.13,5,5,666,1035,0,0,0,0,0,2021-07-24,2021-08-05,High
BUG-086486,DataCorruption,API_Gateway,QA,Android,iOS16,Chrome,Developer,Integration,Resolved,4374,13368,336,47,79,373,32.1,3920,431,330,41,10,24,58.02,5,5,504,2373,0,0,0,0,0,2022-07-19,2022-08-01,Critical
BUG-086487,NullPointerException,FileStorage,Development,iOS,iOS16,Mobile_App,DevOps,Internal,Closed,1186,1724,380,32,9,3426,52.19,28448,55,226,41,8,28,17.69,3,6,319,2239,1,0,0,0,1,2022-12-06,2022-12-15,Low
BUG-086488,XSS,DataPipeline,Development,iOS,Windows11,Firefox,Product_Manager,Integration,Open,2320,5989,549,8,99,2065,2.89,9941,283,488,47,6,10,47.09,5,6,458,2482,0,0,1,0,0,2022-06-28,2022-07-18,Medium
BUG-086489,XSS,Frontend,QA,Web,Windows10,Chrome,End_User,Integration,Closed,611,3631,243,8,11,3781,2.1,16682,175,420,10,8,36,58.04,5,1,572,1878,0,0,1,1,0,2021-01-03,2021-01-20,Low
BUG-086490,NullPointerException,Frontend,UAT,API,Android12,N/A,Product_Manager,Internal,Resolved,1304,9022,200,75,1,3649,37.64,11014,182,296,28,1,11,0.92,5,9,211,1616,0,0,0,1,0,2022-06-04,2022-06-16,High
BUG-086491,ConfigError,Notification,Development,Desktop,Ubuntu20,N/A,QA_Engineer,Core,Closed,120,831,348,12,66,2654,15.37,1521,110,629,10,0,28,46.07,5,3,479,996,0,1,0,1,0,2023-01-01,2023-01-27,Low
BUG-086492,NullPointerException,API_Gateway,Development,Android,Ubuntu20,Chrome,QA_Engineer,Plugin,Resolved,2671,13206,253,20,8,1112,37.48,7526,412,569,26,5,32,87.23,1,6,132,1065,0,0,0,1,0,2022-10-27,2022-11-19,Medium
BUG-086493,NetworkTimeout,Reporting,Development,Desktop,macOS13,Firefox,QA_Engineer,Internal,Open,3974,1369,149,68,65,391,12.87,17050,167,493,16,10,7,48.35,5,1,885,1712,0,0,0,1,1,2022-07-03,2022-07-23,Critical
BUG-086494,BufferOverflow,Database,Development,iOS,CentOS7,Chrome,Developer,Internal,Open,24,14774,404,24,21,1220,23.13,27688,234,471,8,2,17,48.01,3,7,510,978,0,0,1,0,0,2021-05-25,2021-06-13,High
BUG-086495,UncaughtException,SearchEngine,Development,API,Android12,N/A,DevOps,Integration,In_Progress,1138,775,105,33,34,1623,58.31,45626,249,489,50,0,11,9.59,3,2,923,2465,0,1,1,0,0,2023-07-28,2023-08-17,Medium
BUG-086496,DataCorruption,Authentication,Staging,iOS,macOS13,Edge,QA_Engineer,Internal,Reopened,4358,11016,439,53,15,816,89.08,18672,138,646,19,5,8,53.1,5,10,277,1371,1,0,1,0,1,2022-07-14,2022-08-09,Critical
BUG-086497,XSS,Analytics,Development,iOS,iOS16,Edge,End_User,Core,In_Progress,2739,3232,126,32,15,1513,98.37,39264,32,304,25,5,25,46.41,3,9,1,1194,0,0,1,0,0,2022-02-09,2022-02-21,Medium
BUG-086498,UIGlitch,FileStorage,Development,API,Ubuntu20,Mobile_App,DevOps,Internal,Closed,482,1438,243,35,2,2256,88.87,38719,192,87,1,3,16,39.3,3,4,110,1386,1,1,0,0,0,2022-03-07,2022-03-10,Low
BUG-086499,NullPointerException,EmailService,Development,Web,CentOS7,N/A,QA_Engineer,Integration,Closed,493,11687,259,22,91,418,72.85,29769,466,299,35,8,7,8.34,2,5,278,1225,1,0,0,0,0,2022-12-18,2022-12-30,Medium
BUG-086500,IncorrectCalculation,Frontend,Production,Web,Ubuntu20,Edge,End_User,Plugin,Open,492,1107,182,6,81,3003,28.94,30845,318,16,1,2,25,96.58,4,7,853,1546,1,0,1,0,0,2022-09-30,2022-09-30,High
BUG-086501,FileNotFound,Frontend,QA,Desktop,iOS16,N/A,Developer,Plugin,Closed,4540,4711,307,56,5,3199,57.34,34372,412,679,40,4,3,91.76,5,0,304,2218,0,1,0,1,0,2021-07-24,2021-08-21,High
BUG-086502,UncaughtException,EmailService,UAT,Desktop,Windows11,Edge,Client,Internal,In_Progress,459,14537,257,32,36,3754,22.79,5045,411,401,25,10,32,24.11,4,4,99,1995,0,0,1,0,0,2022-03-04,2022-03-20,High
BUG-086503,XSS,Frontend,Development,Android,CentOS7,Edge,End_User,Core,Resolved,725,4039,361,20,10,2010,35.43,5000,258,370,49,1,7,66.06,1,0,150,1865,0,0,0,0,0,2022-05-18,2022-06-02,Low
BUG-086504,UIGlitch,Analytics,Staging,Android,macOS13,Firefox,Client,Plugin,In_Progress,4761,13479,359,30,47,3349,28.98,29988,139,135,8,9,30,80.8,4,1,642,1963,0,0,1,1,0,2021-05-07,2021-05-12,High
BUG-086505,UIGlitch,Notification,Production,Android,Ubuntu20,Firefox,Developer,Integration,Open,2441,4592,556,1,10,828,43.62,19503,132,126,12,0,25,89.56,4,6,122,2402,0,0,0,1,0,2021-05-01,2021-05-06,High
BUG-086506,AuthBypass,SearchEngine,Production,Web,Android12,Firefox,Developer,Internal,Closed,900,10704,513,93,62,2470,69.59,38397,421,295,35,5,8,67.92,2,5,788,1679,0,1,1,0,0,2023-12-19,2023-12-31,Critical
BUG-086507,NullPointerException,FileStorage,Development,Android,Android12,N/A,End_User,Core,Open,4415,6571,112,15,65,2195,76.73,3157,50,484,36,10,27,93.62,2,6,491,1462,0,0,1,0,0,2022-07-13,2022-08-02,Medium
BUG-086508,NetworkTimeout,DataPipeline,UAT,Web,Ubuntu20,Mobile_App,DevOps,ThirdParty,Closed,1370,2394,431,37,17,2106,64.03,25649,494,4,10,8,36,39.14,3,6,763,28,0,0,1,1,0,2023-07-09,2023-07-09,High
BUG-086509,UIGlitch,SearchEngine,Development,Web,Windows11,Firefox,Client,ThirdParty,Closed,684,6195,292,12,26,3359,57.32,6132,456,278,41,7,12,19.66,2,3,952,181,0,0,0,0,1,2023-09-04,2023-09-15,Low
BUG-086510,LogicError,SearchEngine,Development,Desktop,Ubuntu20,Chrome,End_User,Core,Reopened,965,2795,207,24,79,2296,21.67,47888,20,263,31,7,10,96.56,2,5,414,205,0,0,1,0,0,2022-12-04,2022-12-14,Medium
BUG-086511,NullPointerException,Reporting,Development,Web,Android12,Edge,End_User,Internal,Reopened,3805,8254,567,70,31,2264,40.91,46351,479,368,14,2,8,16.32,0,9,376,1932,0,0,1,0,0,2021-02-08,2021-02-23,High
BUG-086512,InfiniteLoop,Payment,Development,Desktop,Windows11,N/A,Product_Manager,Core,Reopened,1556,1394,410,3,35,2410,83.12,42307,377,193,40,0,13,66.17,4,10,943,2906,0,0,1,0,0,2022-10-26,2022-11-03,Medium
BUG-086513,ConfigError,Scheduler,Development,API,Ubuntu20,Edge,QA_Engineer,Integration,Closed,1558,985,346,6,51,544,51.6,34786,487,602,22,6,30,80.3,5,8,419,348,0,0,1,0,0,2023-11-19,2023-12-14,Low
BUG-086514,IncorrectCalculation,Reporting,Development,Android,macOS13,Mobile_App,DevOps,ThirdParty,Resolved,2690,446,542,21,62,2852,68.39,16396,74,300,44,2,17,55.12,3,8,640,150,0,1,0,0,0,2022-07-09,2022-07-21,Medium
BUG-086515,NullPointerException,API_Gateway,Staging,iOS,Windows11,N/A,Client,Integration,Reopened,2540,9847,209,70,6,460,54.02,47305,176,694,30,5,6,61.6,5,2,650,2238,0,0,1,1,1,2023-10-28,2023-11-25,Critical
BUG-086516,IncorrectCalculation,Frontend,Development,Desktop,iOS16,Edge,Client,Internal,Open,917,165,276,8,59,1228,18.79,13461,202,28,19,10,15,48.56,2,5,449,1172,0,0,1,0,0,2022-08-21,2022-08-22,Low
BUG-086517,UIGlitch,Frontend,Development,API,Windows11,Firefox,Developer,Integration,In_Progress,1682,1908,225,3,25,1147,3.83,29922,438,600,37,5,7,48.21,3,0,895,1586,0,0,1,0,0,2023-06-12,2023-07-07,Low
BUG-086518,IncorrectCalculation,Reporting,Development,Web,iOS16,Firefox,End_User,Internal,Resolved,4650,11367,110,60,82,1674,79.82,6379,358,350,15,10,11,58.58,4,0,780,1607,0,0,1,1,1,2022-07-29,2022-08-12,Critical
BUG-086519,XSS,CacheLayer,Development,Desktop,Windows10,Safari,DevOps,Internal,Reopened,1137,9998,319,1,8,889,37.87,39689,236,562,14,8,32,18.48,2,3,939,1603,0,0,1,1,0,2021-12-12,2022-01-04,Low
BUG-086520,RaceCondition,UserManagement,Development,API,Windows11,Safari,Client,Integration,In_Progress,1387,2845,453,30,9,2323,79.3,21692,284,1,32,9,16,49.61,2,6,218,422,1,0,1,0,1,2023-07-03,2023-07-03,High
BUG-086521,ConfigError,UserManagement,UAT,Desktop,Windows11,Edge,Client,Plugin,Resolved,4791,4847,120,71,68,1242,20.87,49775,220,537,34,7,44,50.75,2,6,977,1545,0,0,0,0,1,2023-10-25,2023-11-16,Critical
BUG-086522,SQLInjection,Frontend,Development,Web,iOS16,N/A,Client,Plugin,In_Progress,539,583,475,17,52,1035,88.47,48432,447,130,13,2,12,82.1,5,8,471,670,0,0,1,1,0,2022-02-07,2022-02-12,Medium
BUG-086523,XSS,Payment,Staging,API,Ubuntu20,Edge,Client,Core,Closed,4758,64,196,38,58,847,86.54,45755,288,91,26,6,33,10.53,2,6,703,1832,0,0,0,0,0,2023-08-11,2023-08-14,High
BUG-086524,UIGlitch,Frontend,QA,Desktop,Android12,Edge,Client,ThirdParty,In_Progress,2061,264,320,2,39,849,88.7,7850,488,36,43,3,23,26.92,0,5,911,137,0,1,0,0,1,2021-07-29,2021-07-30,Low
BUG-086525,IncorrectCalculation,Frontend,Development,Web,macOS13,Safari,DevOps,Plugin,Closed,1289,1877,401,7,44,2635,45.02,14384,229,388,10,8,39,15.93,0,6,155,2524,0,0,0,0,0,2023-09-10,2023-09-26,Low
BUG-086526,APIFailure,Authentication,Development,iOS,Windows11,Safari,DevOps,Core,In_Progress,3467,9733,210,94,62,882,61.83,49932,84,386,5,5,33,76.04,4,0,654,474,0,0,1,0,0,2022-07-16,2022-08-01,Critical
BUG-086527,DataCorruption,UserManagement,Staging,iOS,iOS16,N/A,Client,Core,Resolved,1441,9387,405,89,45,192,65.07,45036,224,714,35,7,27,18.01,5,10,330,750,0,0,1,0,0,2022-12-06,2023-01-04,Critical
BUG-086528,APIFailure,SearchEngine,Development,API,CentOS7,Firefox,End_User,ThirdParty,Reopened,1861,14415,394,78,55,3572,36.34,14815,211,538,30,0,26,10.67,1,3,909,1795,1,0,0,0,1,2023-08-06,2023-08-28,Critical
BUG-086529,Deadlock,Reporting,Development,iOS,Android12,Safari,DevOps,Integration,In_Progress,1758,2694,210,22,51,910,42.35,27829,270,128,36,6,36,38.54,3,10,294,1590,0,0,0,0,0,2022-02-22,2022-02-27,High
BUG-086530,UIGlitch,Analytics,Development,iOS,macOS13,Firefox,Product_Manager,Integration,In_Progress,1973,206,421,1,81,1394,39.42,11193,290,704,5,3,9,5.65,5,0,710,2358,0,0,1,0,0,2023-11-20,2023-12-19,Low
BUG-086531,LogicError,Payment,Staging,Android,macOS13,Safari,DevOps,Integration,Reopened,4827,14705,200,84,9,2223,74.47,44980,443,269,43,4,31,68.03,4,2,165,1855,0,0,0,0,0,2023-05-20,2023-05-31,Critical
BUG-086532,UIGlitch,Analytics,Development,iOS,Windows11,Safari,Product_Manager,Internal,Closed,544,14586,324,43,35,2332,38.08,15367,12,17,23,5,13,26.68,0,10,854,2408,1,0,0,1,1,2021-12-12,2021-12-12,Medium
BUG-086533,InfiniteLoop,SearchEngine,Development,Android,Ubuntu20,N/A,Product_Manager,Internal,Open,4163,4152,227,15,68,575,95.22,13112,88,125,20,2,29,47.09,2,6,380,2277,1,0,0,0,0,2022-03-08,2022-03-13,High
BUG-086534,UncaughtException,Frontend,QA,Desktop,Android12,Firefox,Product_Manager,Core,In_Progress,4358,2649,193,39,11,1933,25.81,26451,453,353,35,3,20,36.07,2,2,172,422,0,0,0,0,1,2021-12-24,2022-01-07,High
BUG-086535,CrashOnLaunch,Frontend,Production,Android,macOS13,Edge,QA_Engineer,Integration,Resolved,774,14634,503,36,63,506,76.47,22076,336,93,30,10,25,68.15,5,2,201,1337,0,1,0,1,0,2021-07-23,2021-07-26,Critical
BUG-086536,ConfigError,Analytics,Staging,Desktop,Ubuntu20,Firefox,End_User,Plugin,Reopened,2120,5274,170,28,20,3180,75.83,25783,120,561,12,5,22,98.81,4,2,157,1957,0,0,0,0,0,2021-08-10,2021-09-02,High
BUG-086537,FileNotFound,EmailService,QA,API,Ubuntu20,Chrome,Client,ThirdParty,Open,249,885,365,14,40,331,42.97,25603,99,215,14,0,23,24.68,5,5,414,2512,1,1,1,0,0,2023-09-02,2023-09-10,Low
BUG-086538,NullPointerException,Scheduler,Development,iOS,CentOS7,Safari,Developer,Core,Reopened,312,13152,124,10,28,3749,10.72,14776,236,694,18,5,2,18.63,0,8,790,2302,0,0,0,0,0,2022-04-21,2022-05-19,Low
BUG-086539,FileNotFound,EmailService,UAT,Android,macOS13,Safari,QA_Engineer,ThirdParty,Closed,3822,10427,216,35,14,1688,0.03,47456,60,608,44,10,43,84.85,2,0,460,1892,0,0,0,0,0,2022-08-28,2022-09-22,High
BUG-086540,UIGlitch,Reporting,QA,API,CentOS7,Mobile_App,Client,ThirdParty,Reopened,130,1862,110,18,51,500,61.9,15232,214,431,37,2,33,82.32,0,10,3,2329,1,0,1,0,1,2022-08-06,2022-08-23,Low
BUG-086541,NullPointerException,Reporting,Development,API,Ubuntu20,Chrome,Product_Manager,ThirdParty,In_Progress,836,6057,216,40,82,1989,33.59,11028,188,394,21,7,12,87.47,3,9,247,153,0,0,0,0,0,2022-07-05,2022-07-21,Medium
BUG-086542,ConfigError,Notification,Development,Desktop,Windows11,Mobile_App,Client,Internal,Closed,3043,1859,431,25,8,3341,77.29,42099,234,2,19,6,6,75.8,5,3,488,989,0,0,0,1,0,2022-10-06,2022-10-06,Medium
BUG-086543,NetworkTimeout,CacheLayer,Development,Web,CentOS7,Safari,QA_Engineer,Integration,In_Progress,129,3970,327,39,47,3520,74.89,7578,155,322,19,0,44,18.08,0,6,81,90,0,0,0,0,1,2021-11-05,2021-11-18,High
BUG-086544,NullPointerException,Scheduler,Development,iOS,CentOS7,Safari,Developer,Core,Reopened,312,13152,124,10,28,3749,10.72,14776,236,694,18,5,2,18.63,0,8,790,2302,0,0,0,0,0,2022-04-21,2022-05-19,Low
BUG-086545,APIFailure,Notification,Development,API,CentOS7,N/A,Client,Integration,Open,329,7285,113,3,61,2383,39.85,46376,317,194,12,0,46,89.19,4,1,964,1866,0,0,1,0,1,2022-02-11,2022-02-19,Medium
