bug_type,component,environment,platform,operating_system,browser,reporter_role,module,status,affected_users,response_time_ms,error_code,business_impact_score,reproduction_rate,memory_usage_mb,cpu_usage_pct,lines_of_code,open_issues_count,fix_time_hours,num_comments,num_attachments,sprint_number,test_coverage_pct,reopen_count,num_linked_bugs,api_call_count,db_query_time_ms,is_regression,is_security_related,has_workaround,customer_reported,sla_breached,severity
12,0,3,2,2,1,4,0,1,1743,1047,588,8,17,3433,24.23,605,487,646,9,2,41,34.37,5,9,621,1406,0,0,1,0,1,1
7,6,0,1,2,0,3,2,1,4181,13728,528,63,42,566,47.59,42203,310,97,29,8,34,38.47,1,7,870,696,0,1,0,1,0,0
15,5,1,0,0,1,5,0,1,4488,2035,282,98,66,3707,87.68,29008,472,342,47,5,35,86.12,1,7,624,2419,1,0,1,1,1,0
15,11,0,0,1,3,5,4,0,1416,586,328,96,99,3414,45.39,9545,423,40,29,9,11,7.93,4,0,342,2325,0,0,1,0,1,0
8,11,2,2,6,0,5,4,2,2712,1962,461,51,35,3544,53.02,36557,156,98,20,2,10,84.83,2,4,893,2624,1,0,1,0,0,1
8,10,0,2,2,5,5,2,3,2938,4036,471,48,4,120,84.26,39509,117,4,13,3,49,60.35,0,0,417,1466,0,0,1,1,0,1
5,12,3,1,3,0,1,1,3,1033,4381,405,14,56,853,5.47,21221,258,384,6,10,27,63.21,4,8,128,223,0,0,1,0,1,1
19,4,0,4,2,2,1,3,0,4413,1125,479,61,74,2869,35.94,13507,425,56,48,6,33,92.58,0,8,836,2780,0,1,0,0,0,1
15,13,0,1,5,3,2,3,3,538,14013,484,22,84,1186,13.29,12643,159,483,20,6,24,10.79,3,0,580,785,0,0,1,0,0,1
17,9,0,1,4,3,1,1,3,1801,1976,126,25,5,1697,83.09,22815,302,23,24,0,18,0.95,3,9,988,1909,0,0,1,0,0,2
7,14,1,3,0,0,5,2,4,3514,1679,492,62,37,2369,61.91,26518,346,716,12,2,50,17.94,1,5,580,1440,0,0,0,1,0,0
13,1,0,3,4,2,3,3,4,1141,1285,556,28,22,1160,65.16,2814,274,693,13,10,12,57.94,4,10,131,732,0,0,1,0,0,2
8,1,2,2,3,5,0,3,2,679,4585,563,90,36,476,59.74,32703,54,193,29,10,13,35.68,0,2,973,2219,0,0,1,1,1,1
17,11,0,1,6,2,2,4,3,3753,2476,220,43,6,553,98.73,40684,194,578,41,5,43,26.92,2,10,374,1308,0,0,0,1,0,3
19,13,3,2,5,0,5,3,0,751,581,402,9,34,2978,77.67,9823,123,213,17,3,28,27.43,0,0,139,1748,0,0,0,0,1,2
18,12,0,3,1,1,5,0,4,675,1925,205,15,66,962,2.31,37415,60,274,2,0,43,41.35,4,5,117,1654,0,1,1,1,0,3
3,3,0,4,1,3,0,3,2,882,752,373,48,30,3508,92.14,30985,331,615,3,10,17,99.97,0,3,927,157,0,0,0,1,1,3
12,6,0,4,3,3,2,0,4,3225,10447,130,38,15,603,32.01,42297,386,245,21,7,3,48.46,0,5,416,760,0,0,0,0,0,1
14,8,2,4,3,1,1,1,2,1136,8127,198,34,53,1858,11.08,84,214,184,37,9,24,60.48,0,2,191,2114,0,0,0,0,0,1
12,6,3,3,3,2,2,4,0,3389,833,119,12,38,3222,24.69,47134,128,333,43,4,9,70.32,4,4,82,909,0,0,0,1,1,1
16,2,0,1,0,2,1,4,1,4033,13192,372,37,44,3994,83.29,11545,101,153,23,4,31,58.61,5,9,651,1006,0,0,1,0,0,0
19,13,0,1,3,2,0,2,3,1156,5855,146,20,1,1442,47.92,27683,18,71,48,7,50,30.56,4,7,137,1357,0,0,0,0,1,2
18,9,3,4,2,1,2,1,0,2789,216,419,21,61,1964,52.9,34068,447,507,12,10,35,55.71,5,3,873,1348,0,0,0,1,0,1
10,8,0,1,5,3,0,2,2,3593,1696,376,29,46,1851,96.13,7602,162,120,1,1,22,64.85,5,3,78,1102,0,0,0,0,0,3
18,13,0,4,6,0,4,4,2,2132,11255,299,1,33,2928,0.48,18873,59,76,18,6,44,13.36,4,4,972,2342,0,1,0,1,0,3
7,6,3,0,6,5,4,4,2,4748,2681,325,1,33,1650,48.46,29315,20,707,45,8,2,82.95,1,1,556,1069,0,0,1,0,1,1
19,8,2,2,0,2,1,1,3,2206,765,490,80,3,2926,86.15,16593,333,556,48,4,21,33.64,0,0,247,1312,0,0,0,0,0,1
19,1,0,3,0,5,4,0,4,754,1474,351,12,28,2713,99.13,24339,221,211,14,5,23,62.73,3,2,77,2911,0,0,0,1,1,2
2,1,4,0,5,4,5,4,3,1580,11424,319,30,2,1539,24.2,17009,17,75,2,10,46,99.13,2,2,42,914,0,0,0,1,0,1
15,0,1,2,1,1,1,1,4,1403,9464,555,44,9,3361,43.13,24305,203,463,32,4,18,12.39,0,6,658,2083,0,0,0,0,0,0
8,6,0,1,3,3,5,4,3,961,923,490,13,7,3435,12.77,14006,486,673,25,3,27,9.07,4,4,769,1492,0,0,0,0,1,2
19,7,0,2,1,5,4,4,2,404,4006,393,54,99,1404,21.2,10856,214,447,21,7,7,0.08,3,6,284,2182,0,1,0,1,0,1
18,12,3,0,2,2,0,3,0,4031,7456,333,45,8,820,18.02,41778,259,689,10,3,22,78.74,0,1,605,1004,0,1,0,0,1,0
13,6,3,3,2,0,1,4,1,207,12326,373,59,21,1091,78.05,24784,447,629,43,2,4,45.45,4,0,635,641,0,0,1,1,1,1
4,10,2,4,3,2,3,1,2,1248,1827,320,9,24,2206,89.56,33486,426,143,30,2,14,37.2,1,10,113,2623,1,0,1,0,0,1
9,8,0,3,1,0,4,1,3,2075,992,324,87,52,2466,45.58,38033,121,652,17,4,34,58.1,4,2,367,1968,0,0,1,0,0,1
17,12,2,0,2,2,1,1,0,675,790,308,8,70,1654,72.69,1831,152,93,27,9,4,57.15,4,10,314,1437,1,0,1,0,1,2
18,0,2,1,0,3,4,1,1,97,4628,580,23,16,3980,68.75,15954,160,130,32,5,45,57.31,5,9,424,1688,0,0,0,0,0,3
13,11,0,4,0,0,1,0,2,1412,7971,412,2,27,304,45.84,19653,57,58,4,7,31,82.24,3,6,620,1640,0,0,1,1,0,2
11,9,3,1,3,3,2,4,4,4731,1705,153,18,30,1376,38.96,12204,346,154,38,6,50,84.69,5,2,478,1800,0,1,0,0,0,0
3,2,0,1,0,5,1,4,4,1208,9022,119,12,1,3810,69.3,34662,28,427,41,7,6,24.16,5,0,209,2860,0,1,0,0,0,3
10,13,3,3,3,0,1,2,2,3330,3544,574,12,74,218,69.86,47358,194,200,29,10,30,32.96,5,2,449,1897,0,0,0,1,0,1
12,11,3,3,5,5,5,0,2,254,237,127,14,8,430,8.54,5603,451,539,21,2,19,13.52,5,8,889,524,0,0,1,0,0,3
3,8,0,4,6,2,0,3,2,341,2064,539,78,20,2197,78.45,35004,390,363,36,0,14,17.8,5,3,384,1380,0,0,0,0,1,1
15,13,0,2,1,3,1,3,4,207,3898,210,3,16,2590,9.98,36119,303,311,9,7,27,17.25,2,6,744,1697,0,1,1,1,1,3
19,12,0,3,4,5,0,1,1,436,3954,308,1,50,2875,95.24,13887,11,38,9,9,15,43.11,2,3,527,1571,1,0,0,0,1,2
13,7,0,2,2,1,0,4,3,88,9821,248,13,8,639,89.69,34689,436,75,15,9,4,41.67,0,10,905,663,0,0,0,0,0,2
19,13,0,1,2,0,4,3,1,1095,3457,295,39,92,2157,54.0,2042,120,100,25,2,23,79.44,0,0,565,2550,0,1,0,0,1,3
3,14,0,1,2,1,1,1,2,4575,3245,391,14,27,876,85.2,42396,300,270,2,9,28,64.97,1,3,623,2284,0,1,1,0,0,1
17,14,0,0,6,4,2,3,2,1518,12746,439,22,82,1109,6.16,26436,309,189,27,0,12,23.43,0,5,262,2143,0,0,0,1,1,3
19,12,3,2,5,3,1,1,3,185,6405,415,10,16,3547,30.78,29909,338,279,21,5,50,38.28,5,10,792,460,1,0,1,0,0,3
19,13,0,1,3,0,3,1,3,4232,1568,300,38,71,2790,87.16,21159,298,214,28,8,14,79.94,2,3,585,781,0,0,0,0,1,3
19,13,2,0,1,2,0,0,2,4744,9465,398,22,20,3063,57.93,24816,445,555,39,9,43,16.57,1,5,720,898,0,0,0,0,0,3
15,10,3,2,1,2,3,4,1,3601,6572,224,30,67,3848,79.99,36825,491,526,18,0,41,6.94,2,6,324,547,1,0,0,0,1,0
19,12,0,0,5,2,3,1,1,983,139,591,26,34,2396,8.23,45821,321,81,33,2,50,37.99,2,1,679,1156,0,0,0,1,0,2
2,11,2,2,5,0,5,3,0,2583,9126,414,58,37,1638,18.11,22723,52,586,2,1,11,46.93,0,7,904,2881,0,1,0,1,0,0
17,5,0,3,1,5,0,1,3,3591,7148,558,37,4,56,25.72,23757,80,555,18,3,5,33.33,3,8,988,1103,0,0,0,1,1,1
14,6,4,3,4,2,3,3,0,651,12378,443,3,39,1311,65.77,21550,234,314,16,8,20,27.96,1,3,132,798,1,0,0,1,1,3
17,6,0,2,6,4,2,1,0,1854,4780,561,4,38,3606,74.75,3292,448,357,2,9,27,51.52,0,2,754,2515,0,0,0,0,0,2
3,9,2,2,2,0,4,1,4,1494,497,267,33,100,283,67.72,25481,442,541,44,10,50,57.44,5,6,755,1951,0,0,0,0,0,3
8,6,0,1,3,3,5,4,3,961,923,490,13,7,3435,12.77,14006,486,673,25,3,27,9.07,4,4,769,1492,0,0,0,0,1,2
13,13,4,0,3,4,5,3,2,2938,2462,432,26,3,2789,21.85,31307,284,100,47,0,20,52.87,5,4,485,2548,0,0,0,1,0,3
17,5,2,2,5,4,2,3,3,965,10657,484,26,91,1818,93.09,7448,142,352,34,8,43,65.05,5,9,186,97,0,0,0,1,0,1
7,6,0,3,1,1,1,3,0,686,3853,368,4,30,1212,54.0,36008,207,693,38,1,11,24.36,3,5,361,2847,0,1,1,0,1,2
19,6,2,1,6,4,5,0,1,491,6648,309,96,24,2298,7.53,43944,431,473,1,1,20,22.98,0,0,235,1606,0,0,0,0,0,1
15,12,3,0,1,0,1,3,1,1628,14391,214,8,37,4000,51.9,25580,205,705,42,9,22,73.67,2,7,85,2019,0,0,1,1,1,1
13,11,0,4,5,3,3,0,1,41,1842,233,41,5,4018,41.63,46960,170,316,39,7,39,33.01,1,10,95,1578,0,0,1,0,0,2
11,6,0,1,3,4,4,4,2,683,7744,160,21,70,2473,35.75,36989,38,408,11,3,42,82.31,4,10,475,2349,0,0,1,0,1,1
10,1,0,0,1,0,2,3,3,2731,7773,551,54,73,2707,18.28,44544,387,219,3,2,29,20.85,1,9,672,2991,0,0,0,0,0,0
19,9,0,2,5,2,3,2,2,726,1706,147,17,0,3351,69.67,116,146,192,28,4,49,93.26,1,9,151,107,0,0,1,0,0,2
0,3,1,3,1,5,3,3,1,16,8402,145,53,58,196,25.27,39840,498,161,8,2,8,90.32,0,0,307,2756,0,0,1,1,0,0
5,11,1,2,0,0,1,4,0,3085,3150,228,70,26,599,85.14,40445,128,126,35,2,17,39.86,4,8,137,1014,0,0,0,0,0,0
14,7,0,0,4,1,0,1,3,69,1504,316,38,80,2795,68.53,44010,71,255,3,6,12,61.0,2,0,383,2745,1,1,0,1,0,1
3,1,0,2,5,4,2,4,4,4967,8010,106,30,47,108,75.21,11404,93,104,10,6,28,19.15,1,8,136,2164,0,0,0,0,0,1
11,11,3,1,3,3,5,3,0,1182,5122,385,36,8,1385,2.39,32375,474,143,13,2,49,72.42,1,9,574,65,0,0,0,0,0,0
10,12,2,3,6,0,1,1,1,1190,7775,139,43,88,2477,63.49,47906,487,485,45,1,44,23.13,4,6,42,2705,0,0,0,0,0,1
19,9,0,3,3,1,1,3,3,945,10455,238,1,40,3405,65.91,29233,164,541,41,8,43,55.13,2,5,888,1572,0,0,0,1,0,2
13,14,4,2,4,0,4,0,1,273,5239,252,38,55,146,64.26,25413,335,262,45,8,44,25.74,4,8,179,2335,1,0,0,1,0,1
19,3,0,4,4,0,0,4,3,105,4915,318,2,0,902,20.57,7176,78,714,2,3,50,68.5,3,10,619,405,1,0,1,0,0,2
1,4,3,4,6,3,1,3,3,2893,1065,227,93,81,3235,2.46,46212,205,407,44,8,37,95.91,4,9,475,1510,0,0,0,0,0,0
17,13,0,3,4,2,0,4,0,684,6195,292,12,26,3359,57.32,6132,456,278,41,7,12,19.66,2,3,952,181,0,0,0,0,1,2
10,9,4,3,0,5,5,0,3,2798,8945,588,16,82,3276,69.66,5659,218,120,38,9,11,60.56,5,3,933,272,1,0,0,0,0,1
12,3,3,3,1,5,1,1,1,4980,14777,300,55,0,3956,36.19,20990,134,502,48,10,3,66.31,1,4,292,2040,0,0,0,0,0,0
3,8,0,3,5,4,1,2,1,2469,2527,592,31,12,477,88.73,31048,217,499,32,5,42,2.1,4,10,293,2955,0,1,0,1,0,3
16,2,1,0,5,1,2,4,2,1753,7908,418,84,35,3277,84.37,45110,421,703,20,4,35,30.56,2,10,11,1870,0,0,1,1,0,0
17,6,0,2,3,0,4,4,2,3706,4644,225,20,23,2468,43.37,35558,241,151,16,10,30,91.83,2,8,72,878,0,0,1,0,0,3
3,14,2,3,6,3,5,0,3,750,845,276,6,78,2523,7.0,9627,351,115,4,10,12,69.13,5,8,861,2617,1,0,0,0,1,3
17,8,0,2,6,2,4,2,2,573,4755,214,30,9,3881,99.42,25050,475,677,25,3,32,44.65,4,2,616,2950,0,0,0,0,0,2
13,11,0,1,4,0,0,1,0,941,14120,252,8,14,4025,35.69,39790,287,322,22,2,44,56.66,1,2,711,744,0,0,0,0,0,2
9,13,0,1,4,0,0,2,3,207,90,103,5,26,3342,5.93,24225,63,309,18,0,1,77.43,5,5,839,2932,1,0,1,0,0,2
13,9,3,4,6,3,4,2,2,974,8659,392,4,39,3998,45.26,38134,71,189,33,9,45,32.29,0,5,804,1422,0,1,0,0,0,3
19,11,0,2,2,2,2,3,0,2565,1621,134,39,44,2973,47.17,18819,342,157,46,3,5,80.9,3,6,291,2590,0,0,1,0,1,3
17,7,2,3,5,5,5,3,3,1070,507,374,8,73,1583,0.09,47528,334,105,28,4,26,45.58,2,3,641,1895,0,1,0,0,0,2
13,7,0,3,0,2,2,1,1,58,2244,344,5,28,2773,76.82,14155,219,703,44,4,21,27.97,3,4,20,208,0,0,1,0,1,2
19,6,2,2,3,1,3,0,1,2084,12850,183,7,7,1369,3.43,11877,392,184,40,5,40,29.68,3,4,440,1979,1,0,0,1,0,3
19,3,0,2,0,4,0,2,2,761,14937,431,23,0,656,51.23,14608,305,532,11,7,42,75.78,1,5,358,2398,1,0,1,0,1,3
3,7,0,3,0,4,5,2,1,1414,3843,246,18,29,1027,44.1,25057,146,70,44,4,42,47.14,3,6,824,547,0,0,0,0,0,3
17,5,2,0,5,5,0,3,1,241,10825,132,21,23,2833,99.63,3864,119,708,19,3,39,37.89,3,9,469,1554,0,0,0,0,0,3
9,1,4,4,2,0,5,2,4,4629,1909,369,14,28,3044,73.78,39044,293,124,50,9,43,78.26,0,8,407,2295,0,0,0,0,0,1
2,10,3,1,3,1,1,2,2,905,12523,210,97,11,3583,98.29,49968,333,271,7,1,27,20.92,3,8,204,1215,0,0,0,1,0,0
1,5,2,0,3,5,2,4,0,141,10302,110,78,32,2538,77.19,34904,369,673,28,7,39,37.32,3,4,909,2382,0,0,0,0,0,0
0,8,4,3,3,1,0,0,4,4984,11507,196,3,71,449,33.64,11910,422,693,22,9,17,24.05,2,8,130,2987,0,0,0,0,0,0
11,12,2,3,5,4,0,3,1,3711,14875,414,1,0,328,55.95,3112,65,393,26,1,22,13.5,0,9,145,1377,0,0,1,1,1,1
18,4,0,3,2,0,3,0,0,279,895,411,20,98,2716,62.62,5487,78,383,7,6,43,61.51,2,4,930,2684,0,1,0,0,0,3
17,13,0,3,4,2,0,4,0,684,6195,292,12,26,3359,57.32,6132,456,278,41,7,12,19.66,2,3,952,181,0,0,0,0,1,2
3,12,0,1,3,0,0,4,3,2248,11160,201,5,83,1643,61.47,43089,261,104,33,8,29,18.45,4,5,793,752,0,1,0,1,0,3
17,12,2,2,1,0,4,3,0,2947,475,585,10,73,3840,4.34,15906,410,105,17,4,42,18.21,5,6,1,1242,0,0,1,0,0,3
18,3,2,2,3,2,3,1,3,4803,13637,529,58,25,1236,30.76,24349,262,704,17,5,24,38.79,4,8,730,458,0,0,0,0,0,0
8,8,0,2,5,1,0,2,2,917,165,276,8,59,1228,18.79,13461,202,28,19,10,15,48.56,2,5,449,1172,0,0,1,0,0,2
2,9,4,2,6,0,1,0,4,811,3286,193,46,21,3574,85.72,20210,401,633,41,0,18,46.28,1,10,207,2141,0,0,0,0,1,1
17,13,0,1,4,1,4,1,2,2573,147,538,37,44,921,20.02,30970,380,631,21,0,24,86.84,2,8,503,252,0,1,1,0,1,3
12,10,2,4,4,5,4,4,3,477,1022,561,9,17,3935,51.75,40907,100,570,18,9,7,54.09,1,7,745,2624,0,0,1,0,0,1
19,6,0,1,1,0,4,1,3,2982,14097,171,4,65,3964,21.44,6495,193,28,9,8,26,29.88,4,9,399,2813,0,0,0,1,0,3
4,13,0,3,1,0,5,1,0,1500,854,321,26,68,1779,9.37,23622,235,529,28,5,1,29.14,1,9,258,369,0,0,1,1,0,1
12,12,0,1,6,5,1,4,4,4326,11183,154,95,8,112,41.09,10142,73,289,42,1,10,60.88,2,3,566,1662,0,0,1,0,0,0
4,0,4,0,5,4,1,1,1,4136,3452,484,55,95,2212,25.3,27801,402,670,39,3,28,62.94,4,9,258,1464,0,0,1,1,1,0
13,8,0,0,6,4,1,4,4,893,7489,531,17,28,1604,92.48,45472,456,409,32,9,29,12.83,1,6,814,870,0,0,0,1,1,2
15,4,1,2,1,2,0,2,1,1981,14652,128,37,37,1868,82.43,15537,47,621,28,10,43,55.72,5,6,44,37,0,0,0,1,1,0
6,14,0,1,2,5,1,4,4,1290,13032,281,19,20,199,40.25,11101,198,687,10,10,6,52.84,4,7,302,1126,0,0,0,1,0,1
17,11,0,2,4,5,4,0,0,3294,3360,108,1,61,1100,13.27,10041,500,427,23,10,4,78.72,3,10,218,1028,0,1,0,1,0,3
14,0,1,4,0,0,2,0,3,838,1354,172,33,84,2475,18.04,15457,482,26,15,5,46,55.8,1,4,704,1603,1,0,0,0,0,0
4,8,3,3,6,5,5,2,3,2352,420,544,19,27,2456,24.08,42485,360,453,35,6,26,57.0,1,10,942,1670,0,0,0,0,1,1
8,1,1,1,2,1,3,3,2,501,4185,310,14,46,390,95.86,909,257,685,36,3,47,28.47,1,9,960,1973,0,0,0,1,0,1
12,14,2,4,6,4,0,2,3,2274,7293,382,2,12,1049,47.6,29588,171,672,34,8,40,89.29,1,2,651,293,0,0,1,0,0,1
9,2,1,0,1,2,3,0,4,2817,13626,360,53,100,1096,63.72,8491,31,407,24,2,37,89.8,1,1,623,298,0,0,0,0,0,0
7,13,4,3,0,2,2,2,0,3376,610,524,1,66,558,42.75,10402,156,558,0,7,31,13.15,5,6,851,2343,1,1,1,1,1,3
14,9,0,4,0,2,2,0,1,355,95,261,22,69,2154,95.31,32044,317,370,17,0,42,64.96,1,3,172,1218,1,0,0,1,1,3
17,12,2,3,5,3,0,4,1,2502,7617,294,44,0,1877,24.77,36977,1,447,25,1,16,25.64,1,10,761,1027,0,0,1,0,0,3
17,11,0,2,3,2,4,4,2,67,13595,102,20,5,3922,54.98,22229,303,172,3,1,33,90.72,0,10,884,1487,0,0,0,1,0,2
14,3,2,4,0,0,2,0,4,1042,4959,442,5,83,1183,2.7,6638,466,156,25,7,31,37.71,2,4,913,1224,1,0,1,0,0,3
10,1,0,1,5,2,4,0,0,772,2100,168,4,83,3522,25.45,30868,261,242,8,3,38,48.81,2,3,866,2074,0,1,0,0,1,3
7,7,4,2,6,4,5,3,4,121,9197,403,34,39,2142,83.03,5925,443,95,33,2,26,11.82,3,3,918,70,0,0,1,1,0,1
2,11,1,1,0,0,0,3,2,1716,1969,553,85,58,72,72.0,19277,235,281,36,1,11,96.93,0,9,634,64,0,0,1,0,0,0
4,10,1,3,1,4,1,1,3,1058,14183,438,65,96,3490,51.57,39855,40,595,4,6,41,36.3,2,7,462,159,0,0,0,1,0,0
19,6,2,4,4,1,3,1,0,1898,8112,113,2,89,3162,83.97,14597,452,412,35,1,25,96.6,4,3,762,2455,0,1,0,0,0,3
9,12,0,4,2,4,5,4,4,1931,7948,308,2,45,2513,73.01,36022,451,541,17,3,9,98.86,0,9,880,2180,1,0,0,0,1,3
1,5,3,1,6,3,4,2,0,3573,6829,325,43,30,1044,72.97,7631,445,683,11,3,16,14.77,0,8,902,2347,0,0,0,0,0,0
7,14,0,3,3,0,5,0,4,502,3177,269,7,14,2718,11.45,44341,446,92,50,0,49,3.59,3,6,29,974,0,0,1,1,0,3
19,11,3,3,3,2,5,0,3,982,8236,427,85,42,3524,73.89,19607,191,509,45,3,14,37.15,1,1,935,2331,0,1,0,1,1,0
13,8,1,1,1,2,1,0,0,135,3213,138,30,44,894,65.26,31576,477,242,3,3,49,57.75,3,8,766,1083,0,0,1,0,0,1
7,7,0,0,4,1,4,0,3,186,4432,110,4,60,591,34.88,46398,67,675,9,4,28,87.03,2,4,927,1744,0,0,1,0,0,2
19,12,0,1,6,1,0,4,4,530,8238,304,27,10,3000,60.78,17480,357,497,10,10,2,13.78,1,4,53,464,0,0,1,0,0,2
3,4,0,0,0,2,1,2,2,2830,4307,107,4,32,769,44.7,11161,212,672,43,5,23,61.31,0,3,931,897,1,0,0,0,1,3
17,8,0,1,5,4,4,3,2,1178,398,356,2,25,3100,39.18,45958,289,360,24,2,49,62.57,0,6,708,2274,0,0,0,0,1,2
3,10,3,4,2,4,1,1,4,1839,11163,370,100,50,3221,48.68,22748,309,110,31,7,35,91.01,0,0,207,1293,0,0,0,0,0,0
2,7,1,0,2,3,0,2,0,2329,6465,538,48,25,1061,39.6,44925,426,391,40,3,27,73.11,5,4,840,2749,0,0,0,1,0,0
15,14,2,4,5,1,3,0,2,3452,4395,442,93,94,3818,34.29,21263,94,628,40,5,14,8.8,0,10,41,2095,0,0,0,0,0,0
17,4,0,1,0,1,1,4,1,1846,6512,539,11,31,3012,18.26,10158,240,527,43,4,23,79.27,2,8,569,1243,1,0,1,0,0,3
17,9,2,1,3,2,5,2,1,1663,10554,146,2,5,532,51.62,33552,179,129,1,5,43,31.62,5,0,436,2108,0,0,1,0,1,3
19,14,0,0,4,4,1,1,2,763,9662,516,34,94,3035,98.26,22495,262,685,2,5,6,33.24,3,2,340,305,1,1,1,0,0,1
13,12,2,0,4,1,5,1,1,472,4418,256,27,11,3258,27.61,9176,337,205,26,7,40,37.73,5,2,356,1458,0,0,0,0,0,2
18,8,0,2,6,4,4,0,4,729,7720,501,51,54,3237,52.36,20485,20,52,13,10,9,5.86,5,9,438,834,0,0,1,0,0,1
17,1,0,2,0,0,2,2,4,604,3975,113,17,32,344,84.48,30328,265,706,29,1,44,15.27,1,6,742,2224,0,1,0,1,1,2
8,6,3,1,4,3,5,4,3,1020,4538,593,8,99,3341,79.62,38005,321,538,22,6,30,70.85,2,0,707,1281,0,0,0,1,0,3
17,8,2,2,0,1,0,4,1,2061,264,320,2,39,849,88.7,7850,488,36,43,3,23,26.92,0,5,911,137,0,1,0,0,1,2
17,1,2,4,6,4,4,0,1,1060,2663,571,14,51,1816,91.03,47731,352,30,1,9,18,65.41,3,1,388,258,0,0,1,1,0,2
10,1,0,0,0,3,5,3,3,539,1283,389,5,65,1169,86.01,7397,444,282,2,2,2,9.7,1,10,910,993,0,1,0,0,0,2
3,2,0,0,0,2,2,0,1,4381,6381,259,60,12,966,75.39,10453,149,476,0,10,11,83.89,3,5,411,2535,0,0,0,0,0,0
13,2,0,0,0,5,3,3,1,3438,13066,233,81,85,3972,68.64,3978,239,187,0,2,14,26.29,4,2,608,1235,0,0,1,0,0,0
17,9,0,1,0,0,5,1,1,1540,513,126,14,28,512,4.29,34106,269,356,48,2,16,45.86,0,6,53,68,1,0,0,0,1,2
13,8,0,1,0,4,4,0,2,684,4839,125,22,13,2275,91.09,18756,377,234,37,8,37,17.47,0,4,60,1850,1,0,0,0,0,2
10,7,0,3,2,3,3,4,3,722,750,256,2,83,3005,38.26,27414,347,384,32,2,48,15.9,3,3,752,2403,0,0,1,1,0,2
13,6,0,3,2,3,3,0,1,228,11594,116,10,28,3550,66.17,3889,274,644,1,7,10,68.31,0,4,844,2173,1,1,0,0,1,2
8,13,0,4,5,4,5,1,4,2800,11686,391,8,24,153,14.56,8531,463,291,24,2,21,53.77,1,0,723,1293,1,0,0,1,1,3
7,1,3,3,6,0,0,1,0,306,2763,303,16,22,3048,43.0,47301,492,292,18,4,7,30.86,0,4,317,1526,0,0,0,1,0,3
5,4,1,0,6,0,0,4,1,1587,6471,308,99,70,3952,10.1,12999,10,75,43,7,35,46.56,4,4,174,260,1,0,0,0,0,0
13,11,0,1,4,0,0,1,0,941,14120,252,8,14,4025,35.69,39790,287,322,22,2,44,56.66,1,2,711,744,0,0,0,0,0,2
13,12,0,4,3,4,2,1,3,1921,3943,574,30,16,131,50.93,37304,293,123,50,6,14,43.03,0,10,399,1226,0,0,0,0,0,3
14,8,2,3,6,1,4,0,1,2335,10850,111,96,88,3346,34.69,33468,201,414,34,7,33,97.17,3,1,181,2419,0,0,1,0,0,0
15,3,3,4,6,1,4,2,4,3444,5186,593,96,30,1376,44.13,26419,350,596,39,6,1,27.72,5,4,412,926,0,0,1,1,0,0
7,14,0,3,3,0,5,0,4,502,3177,269,7,14,2718,11.45,44341,446,92,50,0,49,3.59,3,6,29,974,0,0,1,1,0,3
10,9,0,2,0,2,2,2,2,725,3449,535,35,59,1321,97.98,15042,130,451,36,0,11,5.53,5,0,695,2823,1,1,0,0,1,3
5,12,0,0,3,0,3,3,4,1588,12442,205,53,1,958,25.54,20374,459,231,47,5,39,57.55,3,6,178,580,0,1,1,1,0,0
17,1,3,3,1,3,3,0,4,1961,1243,538,22,33,3063,34.6,466,304,304,35,7,50,41.11,3,3,992,613,0,0,1,0,1,3
19,4,0,4,0,3,5,3,2,285,6107,562,5,28,3386,87.39,23873,77,547,20,8,18,87.86,4,6,602,2981,0,0,0,0,0,2
3,7,0,1,3,2,5,0,2,1342,145,400,1,58,1614,91.22,28812,452,174,12,10,26,57.86,5,1,597,2759,1,0,0,0,0,2
18,11,3,0,6,1,2,3,0,4888,8382,340,36,18,1320,49.29,9769,46,60,5,8,14,33.95,0,6,18,2936,0,0,0,1,0,0
1,4,3,2,0,0,2,3,2,2618,2026,482,65,85,2313,82.23,12624,230,570,22,7,41,33.41,4,5,781,2101,0,0,0,1,0,0
10,11,2,0,4,2,2,2,0,1939,8586,312,54,62,3288,98.37,46892,132,383,41,3,38,20.3,5,5,583,303,0,0,0,1,0,1
1,12,2,1,0,2,5,2,2,1977,8106,196,9,10,2667,57.77,42254,242,174,20,7,31,76.03,2,0,457,2673,1,0,0,0,1,1
0,2,1,3,1,1,1,2,3,3002,4208,170,35,59,2073,48.8,13553,396,32,33,0,3,81.91,2,10,360,2172,0,0,0,0,1,0
13,11,0,4,0,0,1,0,2,1412,7971,412,2,27,304,45.84,19653,57,58,4,7,31,82.24,3,6,620,1640,0,0,1,1,0,2
8,8,3,2,2,2,2,0,4,1511,431,179,7,13,2165,27.49,16230,21,189,49,1,16,76.56,4,3,87,1159,0,0,1,0,0,3
3,1,2,4,0,4,1,0,0,4365,12899,187,46,99,2686,9.25,7355,444,557,46,0,35,71.18,0,3,12,2663,0,1,0,0,0,0
7,12,2,4,1,3,5,4,1,1408,9885,222,59,28,766,72.07,34606,257,696,2,2,28,94.04,1,10,170,2413,0,0,1,0,1,1
9,1,0,4,2,3,1,3,3,3200,6285,155,6,13,819,4.25,26294,494,177,38,4,4,56.82,3,6,275,1195,0,0,0,1,1,1
